Date,Difficulty,Miners_Revenue,Hash_Rate,Total_transaction_fees,Total_Bitcoins,Class
2012-11-24,3368767.14053,114047.403537525,23.6121875254,21.75792328,10477050.0,3
2020-12-11,19157154724710.0,16978667.126258247,131418411.08485769,70.49629971999997,18568456.25,3
2020-05-14,16104807485529.0,8245134.85128987,91265472.7580373,145.59263376,18377443.75,1
2012-04-30,1508589.67206,44780.0,13.4236394852,6.49137637,8907000.0,2
2018-10-27,7182852313940.0,11140721.6138833,48560367.4321,13.09651959,17344237.5,3
2016-06-27,209453158595.0,2391834.81733159,1530560.02,61.78464957,15706025.0,2
2017-06-16,678760110082.0,5412747.31911236,4993719.51673,375.35139576,16395025.0,2
2017-10-16,1196792694100.0,13050105.4053,10351762.4275,193.41946089,16627737.5,3
2016-08-23,217375482757.0,1216079.79066823,1588451.69,67.65790776,15832237.5,3
2017-01-01,317688400354.0,1961202.6,2463610.66,65.07,16077050.0,2
2020-11-18,17596801059571.0,21194109.321156435,147831351.5740483,97.63868616000006,18547387.5,2
2016-02-22,163491654909.0,1478179.5581374,1056537.8522,45.80619995,15239350.0,3
2018-06-12,4940704885521.0,11844835.5208,35612546.9428532,21.90653344,17089950.0,3
2018-07-05,5363678461480.0,11406742.2965554,36528296.6462,19.76600519,17133012.5,3
2021-06-20,19932791027263.0,23743052.0992393,104040763.72581212,22.721419750000003,18739381.25,2
2017-08-22,923233068448.0,5749751.91502,4084580.66395509,334.18474511,16520475.0,2
2019-07-05,7934713219630.0,27132379.4819,74548542.6469,75.89684282,17800725.0,3
2013-05-11,10076292.8834,558237.023049608,89.1593520261,61.69773114,11142850.0,2
2015-02-05,41272873894.7,966981.42,359044.995697,11.45022497,13803125.0,2
2016-06-14,196061423939.0,2277298.22,1296253.41,69.86,15658175.0,2
2021-05-20,25046487590083.0,33135536.43756745,139447576.95435822,132.47635443,18714756.25,1
2018-11-27,6653303141406.0,6283605.98769,43326611.594391,37.38312649,17397000.0,1
2021-05-31,21047730572452.0,33914623.681255355,147526659.02062267,45.48679202,18723031.25,2
2021-02-27,21724134900047.0,51148405.64582984,169546278.72623003,104.30956316000002,18640543.75,3
2015-10-11,60813224039.4403,868877.49,453456.264607148,23.74975114,14714875.0,2
2019-07-12,9064159826490.0,24773188.3315347,73895419.9463,67.42668665,17814062.5,2
2014-08-27,23844670038.8,2310083.65,214543.820811,10.66182195,13198825.0,2
2019-11-09,12720005267400.0,16111246.6162539,91053344.3807,29.44260954,18038200.0,2
2015-06-18,49692386354.9,1133271.14912139,397705.729803,27.33272035,14291525.0,2
2013-09-20,112628548.666,743042.813049032,1046.97476265,27.00884796,11726400.0,3
2013-04-13,7672999.92016,375375.0,62.1725838686,50.74181733,11033475.0,2
2018-05-22,4143878474754.0,15129407.25,31104990.7601584,26.52413321,17049000.0,3
2016-02-25,163491654909.0,1682349.25056426,1178446.06592,45.89148285,15250450.0,2
2012-12-15,3370181.79928,43350.7608756963,19.2662542834,24.34047049,10560700.0,2
2014-02-27,3129573174.52229,2725128.55,28314.0905922709,15.28626504,12450325.0,3
2015-01-27,41272873894.7,987528.5,324166.338972,12.2880246,13766975.0,3
2019-09-22,11890594958800.0,21169975.568586,98120057.1221,20.52728871,17951737.5,2
2016-09-09,220755908330.0,1120494.37,1569258.5,64.1,15863100.0,2
2016-06-08,196422606560.0,2112419.15447,1403462.33971,50.40981971,15635575.0,3
